t,field_value,ell,h,gate,width
0.3359375,0.8440242091763597,1.489256901205585,1.3176552829596742,1.0,2.2625961728888253
0.33984375,0.8424113068957778,1.565864766493938,1.3329768560173447,1.0,2.276104206473642
0.34375,0.8408116027569726,1.6424726317822915,1.3482984290750153,1.0,2.289612240058458
0.34765625,0.8392250102873918,1.7190804970706446,1.3636200021326859,1.0,2.303120273643274
0.3515625,0.8376514407343413,1.7956883623589976,1.3789415751903564,1.0,2.31662830722809
0.35546875,0.8360908032767869,1.8722962276473507,1.3942631482480272,1.0,2.3301363408129063
0.359375,0.834543005224282,1.9489040929357038,1.4095847213056978,1.0,2.3436443743977224
0.36328125,0.833007952203774,2.025511958224057,1.4249062943633684,1.0,2.3571524079825386
0.3671875,0.8314855483349873,2.1021198235124103,1.4402278674210391,1.0,2.3706604415673547
0.37109375,0.8299756963950531,2.1787276888007634,1.4555494404787097,1.0,2.384168475152171
0.375,0.8284782979730001,2.2553355540891165,1.4708710135363803,1.0,2.397676508736987
0.37890625,0.8269932536146988,2.3319434193774695,1.486192586594051,1.0,2.411184542321803
0.3828125,0.8255204629588075,2.4085512846658226,1.5015141596517216,1.0,2.424692575906619
0.38671875,0.824059824864241,2.4851591499541756,1.5168357327093922,1.0,2.4382006094914352
0.390625,0.8226112375296482,2.561767015242529,1.532157305767063,1.0,2.4517086430762514
0.39453125,0.8211745986053619,2.638374880530882,1.5474788788247333,1.0,2.4652166766610675
0.3984375,0.8197498052982516,2.7149827458192353,1.5628004518824041,1.0,2.4787247102458836
0.40234375,0.8183367544698894,2.7915906111075883,1.5781220249400747,1.0,2.4922327438306997
0.40625,0.816935342728411,2.8681984763959414,1.5934435979977453,1.0,2.505740777415516
0.41015625,0.8155454665144362,2.944806341684295,1.608765171055416,1.0,2.519248811000332
0.4140625,0.814167022181389,3.021414206972648,1.6240867441130866,1.0,2.532756844585148
0.41796875,0.8127999060705396,3.098022072261001,1.6394083171707572,1.0,2.546264878169964
0.421875,0.8114440145810697,3.174629937549354,1.654729890228428,1.0,2.5597729117547803
0.42578125,0.8100992442354498,3.251237802837707,1.6700514632860985,1.0,2.5732809453395964
0.4296875,0.8087654917403935,3.32784566812606,1.6853730363437691,1.0,2.5867889789244125
0.43359375,0.8074426540436478,3.4044535334144137,1.70069460940144,1.0,2.6002970125092286
0.4375,0.8061306283868548,3.4810613987027668,1.7160161824591103,1.0,2.6138050460940447
0.44140625,0.8048293123547118,3.55766926399112,1.731337755516781,1.0,2.627313079678861
0.4453125,0.803538603920644,3.634277129279473,1.7466593285744516,1.0,2.640821113263677
0.44921875,0.8022584014891895,3.710884994567826,1.7619809016321222,1.0,2.654329146848493
0.453125,0.8009886039352854,3.7874928598561795,1.777302474689793,1.0,2.6678371804333096
0.45703125,0.7997291106406361,3.8641007251445325,1.7926240477474635,1.0,2.6813452140181253
0.4609375,0.798479821527331,3.9407085904328856,1.807945620805134,1.0,2.694853247602942
0.46484375,0.7972406370888693,4.017316455721239,1.823267193862805,1.0,2.7083612811877575
0.46875,0.7960114584187471,4.093924321009592,1.8385887669204755,1.0,2.721869314772574
0.47265625,0.794792187236742,4.170532186297945,1.853910339978146,1.0,2.7353773483573898
0.4765625,0.7935827259130355,4.247140051586298,1.8692319130358168,1.0,2.7488853819422063
0.48046875,0.7923829774902935,4.323747916874651,1.8845534860934872,1.0,2.762393415527022
0.484375,0.791192845703831,4.400355782163005,1.899875059151158,1.0,2.7759014491118386
0.48828125,0.790012234999966,4.476963647451358,1.9151966322088285,1.0,2.7894094826966547
0.4921875,0.788841050552676,4.553571512739711,1.930518205266499,1.0,2.802917516281471
0.49609375,0.7876791982786524,4.630179378028064,1.9458397783241699,1.0,2.816425549866287
0.5,0.7865265848508516,4.706787243316417,1.9611613513818404,1.0,2.829933583451103
0.50390625,0.7853831177106275,4.78339510860477,1.976482924439511,1.0,2.843441617035919
0.5078125,0.784248705078536,4.860002973893123,1.9918044974971818,1.0,2.8569496506207352
0.51171875,0.7831232559638861,4.936610839181476,2.007126070554852,1.0,2.8704576842055514
0.515625,0.7820066801731163,5.013218704469829,2.022447643612523,1.0,2.8839657177903675
0.51953125,0.7808988883170656,5.089826569758182,2.0377692166701937,1.0,2.8974737513751836
0.5234375,0.7797997918172084,5.166434435046535,2.053090789727864,1.0,2.9109817849599997
0.52734375,0.7787093029109142,5.243042300334889,2.068412362785535,1.0,2.924489818544816
0.53125,0.7776273346557953,5.319650165623242,2.0837339358432057,1.0,2.937997852129632
0.53515625,0.7765538009331963,5.3962580309115955,2.099055508900876,1.0,2.951505885714448
0.5390625,0.7754886164508804,5.472865896199949,2.114377081958547,1.0,2.965013919299264
0.54296875,0.7744316967449646,5.549473761488302,2.1296986550162176,1.0,2.9785219528840803
0.546875,0.7733829581811469,5.626081626776655,2.145020228073888,1.0,2.9920299864688964
0.55078125,0.7723423179552766,5.702689492065008,2.1603418011315587,1.0,3.0055380200537125
0.5546875,0.7713096940933064,5.779297357353361,2.175663374189229,1.0,3.0190460536385286
0.55859375,0.7702850054506667,5.855905222641714,2.1909849472469,1.0,3.0325540872233447
0.5625,0.7692681717111027,5.932513087930067,2.2063065203045706,1.0,3.046062120808161
0.56640625,0.7682591133850076,6.00912095321842,2.221628093362241,1.0,3.059570154392977
0.5703125,0.7672577518072865,6.085728818506774,2.2369496664199118,1.0,3.073078187977793
0.57421875,0.7662640091347849,6.162336683795127,2.2522712394775826,1.0,3.0865862215626096
0.578125,0.7652778083433085,6.23894454908348,2.267592812535253,1.0,3.1000942551474253
0.58203125,0.7642990732242665,6.315552414371833,2.2829143855929237,1.0,3.113602288732242
0.5859375,0.763327728380963,6.392160279660186,2.2982359586505945,1.0,3.1271103223170575
0.58984375,0.7623636992245626,6.468768144948539,2.313557531708265,1.0,3.140618355901874
0.59375,0.7614069119697545,6.545376010236892,2.3288791047659356,1.0,3.1541263894866898
0.59765625,0.7604572936301383,6.621983875525245,2.344200677823606,1.0,3.1676344230715063
0.6015625,0.7595147720133499,6.698591740813598,2.3595222508812768,1.0,3.181142456656322
0.60546875,0.7585792757159537,6.7751996061019515,2.3748438239389476,1.0,3.1946504902411386
0.609375,0.7576507341181123,6.8518074713903045,2.390165396996618,1.0,3.2081585238259542
0.61328125,0.7567290773780591,6.9284153366786585,2.4054869700542887,1.0,3.221666557410771
0.6171875,0.7558142364263849,7.005023201967012,2.4208085431119595,1.0,3.235174590995587
0.62109375,0.7549061429601598,7.081631067255365,2.43613011616963,1.0,3.248682624580403
0.625,0.754004729436899,7.158238932543718,2.4514516892273006,1.0,3.2621906581652187
0.62890625,0.7531099290683941,7.234846797832071,2.4667732622849714,1.0,3.2756986917500353
0.6328125,0.7522216758144168,7.311454663120424,2.4820948353426417,1.0,3.289206725334851
0.63671875,0.7513399043763113,7.388062528408777,2.4974164084003125,1.0,3.3027147589196675
0.640625,0.7504645501904864,7.46467039369713,2.512737981457983,1.0,3.316222792504483
0.64453125,0.749595549421818,7.541278258985483,2.5280595545156537,1.0,3.3297308260892997
0.6484375,0.7487328389569733,7.617886124273836,2.5433811275733245,1.0,3.3432388596741154
0.65234375,0.7478763563976651,7.694493989562189,2.558702700630995,1.0,3.356746893258932
0.65625,0.7470260400538478,7.771101854850543,2.5740242736886656,1.0,3.370254926843748
0.66015625,0.7461818289368611,7.847709720138895,2.5893458467463364,1.0,3.383762960428564
0.6640625,0.7453436627525332,7.924317585427249,2.6046674198040067,1.0,3.3972709940133803
0.66796875,0.7445114818942461,8.000925450715602,2.6199889928616775,1.0,3.4107790275981964
0.671875,0.7436852274359762,8.077533316003956,2.6353105659193483,1.0,3.424287061183013
0.67578125,0.7428648411253118,8.15414118129231,2.6506321389770187,1.0,3.437795094767829
0.6796875,0.7420502653764575,8.230749046580662,2.6659537120346894,1.0,3.451303128352645
0.68359375,0.7412414432632293,8.307356911869016,2.68127528509236,1.0,3.4648111619374613
0.6875,0.7404383185120467,8.383964777157368,2.6965968581500306,1.0,3.4783191955222774
0.69140625,0.739640835494928,8.460572642445722,2.7119184312077014,1.0,3.4918272291070935
0.6953125,0.7388489392224916,8.537180507734075,2.7272400042653717,1.0,3.5053352626919096
0.69921875,0.7380625753369696,8.613788373022429,2.7425615773230425,1.0,3.5188432962767258
0.703125,0.7372816901052378,8.69039623831078,2.7578831503807133,1.0,3.532351329861542
0.70703125,0.7365062304118652,8.767004103599135,2.7732047234383836,1.0,3.545859363446358
0.7109375,0.7357361437521878,8.843611968887487,2.7885262964960544,1.0,3.559367397031174
0.71484375,0.7349713782254083,8.92021983417584,2.8038478695537252,1.0,3.5728754306159902
0.71875,0.7342118825277287,8.996827699464195,2.8191694426113956,1.0,3.5863834642008063
0.72265625,0.7334576059455137,9.073435564752547,2.8344910156690664,1.0,3.599891497785622
0.7265625,0.732708498348492,9.1500434300409,2.8498125887267367,1.0,3.6133995313704386
0.73046875,0.7319645101829957,9.226651295329253,2.8651341617844075,1.0,3.6269075649552542
0.734375,0.7312255924652412,9.303259160617607,2.8804557348420783,1.0,3.640415598540071
0.73828125,0.7304916967746533,9.379867025905959,2.8957773078997486,1.0,3.6539236321248865
0.7421875,0.7297627752472345,9.456474891194313,2.9110988809574194,1.0,3.667431665709703
0.74609375,0.729038780568982,9.533082756482665,2.92642045401509,1.0,3.6809396992945187
0.75,0.7283196659693534,9.60969062177102,2.9417420270727606,1.0,3.6944477328793353
0.75390625,0.7276053852147825,9.686298487059371,2.9570636001304313,1.0,3.707955766464151
0.7578125,0.7268958926022484,9.762906352347725,2.972385173188102,1.0,3.7214638000489675
0.76171875,0.7261911429528963,9.83951421763608,2.9877067462457725,1.0,3.734971833633784
0.765625,0.725491091605713,9.916122082924431,3.0030283193034433,1.0,3.7484798672185997
0.76953125,0.7247956944112595,9.992729948212785,3.018349892361114,1.0,3.7619879008034163
0.7734375,0.7241049077254573,10.069337813501138,3.0336714654187844,1.0,3.775495934388232
0.77734375,0.723418688403435,10.145945678789491,3.048993038476455,1.0,3.7890039679730485
0.78125,0.7227369937934298,10.222553544077844,3.064314611534126,1.0,3.802512001557864
0.78515625,0.7220597817307509,10.299161409366198,3.0796361845917963,1.0,3.8160200351426807
0.7890625,0.7213870105317992,10.37576927465455,3.094957757649467,1.0,3.8295280687274964
0.79296875,0.7207186389881495,10.452377139942904,3.110279330707138,1.0,3.843036102312313
0.796875,0.7200546263606901,10.528985005231256,3.1256009037648083,1.0,3.8565441358971286
0.80078125,0.7193949323738258,10.60559287051961,3.140922476822479,1.0,3.870052169481945
0.8046875,0.7187395172097396,10.682200735807964,3.1562440498801494,1.0,3.8835602030667613
0.80859375,0.7180883415027159,10.758808601096316,3.17156562293782,1.0,3.8970682366515774
0.8125,0.7174413663335265,10.83541646638467,3.186887195995491,1.0,3.9105762702363935
0.81640625,0.716798553223875,10.912024331673022,3.2022087690531613,1.0,3.9240843038212097
0.8203125,0.7161598641309048,10.988632196961376,3.217530342110832,1.0,3.9375923374060253
0.82421875,0.715525261441769,11.065240062249728,3.232851915168503,1.0,3.951100370990842
0.828125,0.7148947079682586,11.141847927538082,3.2481734882261732,1.0,3.9646084045756576
0.83203125,0.714268166941495,11.218455792826434,3.263495061283844,1.0,3.978116438160474
0.8359375,0.713645602006682,11.295063658114788,3.278816634341515,1.0,3.99162447174529
0.83984375,0.7130269772179205,11.37167152340314,3.294138207399185,1.0,4.005132505330106
0.84375,0.7124122570330803,11.448279388691494,3.309459780456856,1.0,4.018640538914923
0.84765625,0.7118014063087372,11.524887253979848,3.3247813535145263,1.0,4.032148572499739
0.8515625,0.7111943902951671,11.6014951192682,3.340102926572197,1.0,4.045656606084554
0.85546875,0.710591174631401,11.678102984556554,3.355424499629868,1.0,4.059164639669371
0.859375,0.70999172534034,11.754710849844907,3.3707460726875382,1.0,4.072672673254187
0.86328125,0.7093960088239292,11.83131871513326,3.386067645745209,1.0,4.086180706839003
0.8671875,0.708803991858391,11.907926580421613,3.40138921880288,1.0,4.099688740423819
0.87109375,0.7082156415895176,11.984534445709967,3.41671079186055,1.0,4.113196774008635
0.875,0.7076309255280191,12.061142310998319,3.432032364918221,1.0,4.126704807593452
0.87890625,0.7070498115449327,12.137750176286673,3.4473539379758917,1.0,4.1402128411782675
0.8828125,0.7064722678670885,12.214358041575025,3.462675511033562,1.0,4.153720874763083
0.88671875,0.7058982630726296,12.290965906863379,3.477997084091233,1.0,4.1672289083479
0.890625,0.7053277660865922,12.367573772151733,3.493318657148903,1.0,4.180736941932716
0.89453125,0.7047607461765394,12.444181637440085,3.508640230206574,1.0,4.194244975517532
0.8984375,0.7041971729482519,12.520789502728439,3.523961803264245,1.0,4.207753009102348
0.90234375,0.7036370163414731,12.597397368016791,3.539283376321915,1.0,4.221261042687164
0.90625,0.7030802466257077,12.674005233305145,3.554604949379586,1.0,4.234769076271981
0.91015625,0.702526834396076,12.750613098593497,3.5699265224372567,1.0,4.248277109856796
0.9140625,0.7019767505692217,12.827220963881851,3.585248095494927,1.0,4.261785143441612
0.91796875,0.7014299663792707,12.903828829170203,3.600569668552598,1.0,4.275293177026429
0.921875,0.7008864533738445,12.980436694458557,3.6158912416102686,1.0,4.288801210611245
0.92578125,0.7003461834101238,13.05704455974691,3.631212814667939,1.0,4.302309244196061
0.9296875,0.6998091286509651,13.133652425035264,3.64653438772561,1.0,4.3158172777808765
0.93359375,0.699275261561067,13.210260290323617,3.66185596078328,1.0,4.329325311365693
0.9375,0.6987445549031864,13.28686815561197,3.677177533840951,1.0,4.34283334495051
0.94140625,0.6982169817344059,13.363476020900324,3.6924991068986217,1.0,4.356341378535326
0.9453125,0.6976925154024487,13.440083886188676,3.707820679956292,1.0,4.369849412120141
0.94921875,0.697171129542044,13.51669175147703,3.723142253013963,1.0,4.3833574457049576
0.953125,0.6966527980713378,13.593299616765382,3.7384638260716336,1.0,4.396865479289774
0.95703125,0.6961374951883549,13.669907482053736,3.753785399129304,1.0,4.410373512874591
0.9609375,0.6956251953675031,13.746515347342088,3.7691069721869748,1.0,4.4238815464594055
0.96484375,0.6951158733561292,13.823123212630442,3.7844285452446456,1.0,4.437389580044222
0.96875,0.6946095041711163,13.899731077918794,3.799750118302316,1.0,4.450897613629039
0.97265625,0.6941060630955285,13.976338943207148,3.8150716913599867,1.0,4.464405647213855
0.9765625,0.6936055256753004,14.052946808495502,3.830393264417657,1.0,4.477913680798671
0.98046875,0.6931078677159704,14.129554673783854,3.845714837475328,1.0,4.4914217143834865
0.984375,0.692613065279458,14.206162539072208,3.8610364105329986,1.0,4.504929747968303
0.98828125,0.6921210946808833,14.28277040436056,3.876357983590669,1.0,4.51843778155312
0.9921875,0.6916319324854299,14.359378269648914,3.8916795566483398,1.0,4.531945815137935
0.99609375,0.6911455555052505,14.435986134937266,3.9070011297060105,1.0,4.545453848722751
1.0,0.6906619407964125,14.51259400022562,3.922322702763681,1.0,4.5589618823075675
