fixture,candidate,component,intervals,estimate,reference,absolute_error,reference_interval_lower,reference_interval_upper,point_to_interval_distance,passed
axial_2,constant_width,union,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
axial_2,constant_width,maximum,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.7249999999999999,0.7250000000000001,0.0,True
axial_3,isotropic,individual_1,512,0.12533141373155002,0.12533141373155002,0.0,0.12533141373155002,0.12533141373155002,0.0,True
axial_3,isotropic,union,512,0.12533141373155002,0.12533141373155002,0.0,0.12533141373155002,0.12533141373155002,0.0,True
axial_3,isotropic,maximum,512,0.12533141373155002,0.12533141373155002,0.0,0.12533141373155,0.12533141373155005,0.0,True
axial_3,expanding,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
axial_3,expanding,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
axial_3,expanding,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
axial_3,constant_width,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
axial_3,constant_width,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
axial_3,constant_width,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
axial_4,isotropic,individual_1,512,0.0015565322970223156,0.0015565322681586195,2.8863696155401186e-11,0.0015565322681586195,0.0015565322681586195,2.8863696155401186e-11,True
axial_4,isotropic,union,512,0.0015565322970223156,0.0015565322681586195,2.8863696155401186e-11,0.0015565322681586195,0.0015565322681586195,2.8863696155401186e-11,True
axial_4,isotropic,maximum,512,0.0015565322970223156,0.0015565322681586195,2.8863696155401186e-11,0.0015565322681586192,0.0015565322681586197,0.0,True
axial_4,expanding,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
axial_4,expanding,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
axial_4,expanding,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
axial_4,constant_width,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
axial_4,constant_width,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
axial_4,constant_width,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
lateral_x5_y0,isotropic,individual_1,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.2491062951949334,0.2491062951949334,2.8863661460931667e-11,True
lateral_x5_y0,isotropic,union,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.2491062951949334,0.2491062951949334,2.8863661460931667e-11,True
lateral_x5_y0,isotropic,maximum,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.24910629519493338,0.24910629519493344,0.0,True
lateral_x5_y0,expanding,individual_1,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
lateral_x5_y0,expanding,union,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
lateral_x5_y0,expanding,maximum,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.7249999999999999,0.7250000000000001,0.0,True
lateral_x5_y0,constant_width,individual_1,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
lateral_x5_y0,constant_width,union,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.725,0.725,4.4567665113959265e-09,True
lateral_x5_y0,constant_width,maximum,2048,0.7249999955432335,0.725,4.4567665113959265e-09,0.7249999999999999,0.7250000000000001,0.0,True
lateral_x5_y1,isotropic,individual_1,512,0.2198355338983805,0.21983553392385266,2.547215216530674e-11,0.21983553392385266,0.21983553392385266,2.547215216530674e-11,True
lateral_x5_y1,isotropic,union,512,0.2198355338983805,0.21983553392385266,2.547215216530674e-11,0.21983553392385266,0.21983553392385266,2.547215216530674e-11,True
lateral_x5_y1,isotropic,maximum,512,0.2198355338983805,0.21983553392385266,2.547215216530674e-11,0.21983553392385263,0.2198355339238527,0.0,True
lateral_x5_y1,expanding,individual_1,2048,0.5424834393963139,0.5424834469711288,7.57481488644629e-09,0.5424834469711288,0.5424834469711288,7.57481488644629e-09,True
lateral_x5_y1,expanding,union,2048,0.5424834393963139,0.5424834469711288,7.57481488644629e-09,0.5424834469711288,0.5424834469711288,7.57481488644629e-09,True
lateral_x5_y1,expanding,maximum,2048,0.5424834393963139,0.5424834469711288,7.57481488644629e-09,0.5424834469711287,0.5424834469711289,0.0,True
lateral_x5_y1,constant_width,individual_1,2048,0.33600981512031436,0.33600982261474244,7.494428078125281e-09,0.33600982261474244,0.33600982261474244,7.494428078125281e-09,True
lateral_x5_y1,constant_width,union,2048,0.33600981512031436,0.33600982261474244,7.494428078125281e-09,0.33600982261474244,0.33600982261474244,7.494428078125281e-09,True
lateral_x5_y1,constant_width,maximum,2048,0.33600981512031436,0.33600982261474244,7.494428078125281e-09,0.3360098226147424,0.3360098226147425,0.0,True
lateral_x5_y2,isotropic,individual_1,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
lateral_x5_y2,isotropic,union,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
lateral_x5_y2,isotropic,maximum,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315296,0.151090605563153,0.0,True
lateral_x5_y2,expanding,individual_1,2048,0.22779054780651387,0.22779054835975454,5.532406754937824e-10,0.22779054835975454,0.22779054835975454,5.532406754937824e-10,True
lateral_x5_y2,expanding,union,2048,0.22779054780651387,0.22779054835975454,5.532406754937824e-10,0.22779054835975454,0.22779054835975454,5.532406754937824e-10,True
lateral_x5_y2,expanding,maximum,2048,0.22779054780651387,0.22779054835975454,5.532406754937824e-10,0.2277905483597545,0.22779054835975457,0.0,True
lateral_x5_y2,constant_width,individual_1,2048,0.0808052801538935,0.08080528061931036,4.654168578310802e-10,0.08080528061931036,0.08080528061931036,4.654168578310802e-10,True
lateral_x5_y2,constant_width,union,2048,0.0808052801538935,0.08080528061931036,4.654168578310802e-10,0.08080528061931036,0.08080528061931036,4.654168578310802e-10,True
lateral_x5_y2,constant_width,maximum,2048,0.0808052801538935,0.08080528061931036,4.654168578310802e-10,0.08080528061931035,0.08080528061931037,0.0,True
lateral_x5_y5,isotropic,individual_1,512,0.010944966755884543,0.010944966757152726,1.2681834749006526e-12,0.010944966757152726,0.010944966757152726,1.2681834749006526e-12,True
lateral_x5_y5,isotropic,union,512,0.010944966755884543,0.010944966757152726,1.2681834749006526e-12,0.010944966757152726,0.010944966757152726,1.2681834749006526e-12,True
lateral_x5_y5,isotropic,maximum,512,0.010944966755884543,0.010944966757152726,1.2681834749006526e-12,0.010944966757152725,0.010944966757152728,0.0,True
lateral_x5_y5,expanding,individual_1,512,0.00018246146284270435,0.00018246150343912597,4.059642162365651e-11,0.00018246150343912597,0.00018246150343912597,4.059642162365651e-11,True
lateral_x5_y5,expanding,union,512,0.00018246146284270435,0.00018246150343912597,4.059642162365651e-11,0.00018246150343912597,0.00018246150343912597,4.059642162365651e-11,True
lateral_x5_y5,expanding,maximum,512,0.00018246146284270435,0.00018246150343912597,4.059642162365651e-11,0.00018246150343912595,0.000182461503439126,0.0,True
lateral_x5_y5,constant_width,individual_1,512,2.9838335238265077e-05,2.983832874249849e-05,6.4957665880601995e-12,2.983832874249849e-05,2.983832874249849e-05,6.4957665880601995e-12,True
lateral_x5_y5,constant_width,union,512,2.9838335238265077e-05,2.983832874249849e-05,6.4957665880601995e-12,2.983832874249849e-05,2.983832874249849e-05,6.4957665880601995e-12,True
lateral_x5_y5,constant_width,maximum,512,2.9838335238265077e-05,2.983832874249849e-05,6.4957665880601995e-12,2.9838328742498485e-05,2.9838328742498492e-05,0.0,True
lateral_x10_y0,isotropic,individual_1,512,0.2506626837572468,0.25066268375731304,6.622480341889059e-14,0.25066268375731304,0.25066268375731304,6.622480341889059e-14,True
lateral_x10_y0,isotropic,union,512,0.2506626837572468,0.25066268375731304,6.622480341889059e-14,0.25066268375731304,0.25066268375731304,6.622480341889059e-14,True
lateral_x10_y0,isotropic,maximum,512,0.2506626837572468,0.25066268375731304,6.622480341889059e-14,0.250662683757313,0.2506626837573131,0.0,True
lateral_x10_y0,expanding,individual_1,2048,0.4749999955432334,0.475,4.456766566907078e-09,0.475,0.475,4.456766566907078e-09,True
lateral_x10_y0,expanding,union,2048,0.4749999955432334,0.475,4.456766566907078e-09,0.475,0.475,4.456766566907078e-09,True
lateral_x10_y0,expanding,maximum,2048,0.4749999955432334,0.475,4.456766566907078e-09,0.4749999999999999,0.47500000000000003,0.0,True
lateral_x10_y0,constant_width,individual_1,2048,0.4749999955432334,0.475,4.456766566907078e-09,0.475,0.475,4.456766566907078e-09,True
lateral_x10_y0,constant_width,union,2048,0.4749999955432334,0.475,4.456766566907078e-09,0.475,0.475,4.456766566907078e-09,True
lateral_x10_y0,constant_width,maximum,2048,0.4749999955432334,0.475,4.456766566907078e-09,0.4749999999999999,0.47500000000000003,0.0,True
lateral_x10_y1,isotropic,individual_1,512,0.22120904200931227,0.22120904200937072,5.845324224651449e-14,0.22120904200937072,0.22120904200937072,5.845324224651449e-14,True
lateral_x10_y1,isotropic,union,512,0.22120904200931227,0.22120904200937072,5.845324224651449e-14,0.22120904200937072,0.22120904200937072,5.845324224651449e-14,True
lateral_x10_y1,isotropic,maximum,512,0.22120904200931227,0.22120904200937072,5.845324224651449e-14,0.2212090420093707,0.22120904200937075,0.0,True
lateral_x10_y1,expanding,individual_1,2048,0.4101291178147735,0.4101291151321267,2.682646826901447e-09,0.4101291151321267,0.4101291151321267,2.682646826901447e-09,True
lateral_x10_y1,expanding,union,2048,0.4101291178147735,0.4101291151321267,2.682646826901447e-09,0.4101291151321267,0.4101291151321267,2.682646826901447e-09,True
lateral_x10_y1,expanding,maximum,2048,0.4101291178147735,0.4101291151321267,2.682646826901447e-09,0.41012911513212663,0.41012911513212674,0.0,True
lateral_x10_y1,constant_width,individual_1,2048,0.350354897868058,0.350354895289881,2.5781770052191177e-09,0.350354895289881,0.350354895289881,2.5781770052191177e-09,True
lateral_x10_y1,constant_width,union,2048,0.350354897868058,0.350354895289881,2.5781770052191177e-09,0.350354895289881,0.350354895289881,2.5781770052191177e-09,True
lateral_x10_y1,constant_width,maximum,2048,0.350354897868058,0.350354895289881,2.5781770052191177e-09,0.35035489528988095,0.35035489528988106,0.0,True
lateral_x10_y2,isotropic,individual_1,512,0.15203460294462212,0.15203460294466228,4.016231791581504e-14,0.15203460294466228,0.15203460294466228,4.016231791581504e-14,True
lateral_x10_y2,isotropic,union,512,0.15203460294462212,0.15203460294466228,4.016231791581504e-14,0.15203460294466228,0.15203460294466228,4.016231791581504e-14,True
lateral_x10_y2,isotropic,maximum,512,0.15203460294462212,0.15203460294466228,4.016231791581504e-14,0.15203460294466226,0.1520346029446623,0.0,True
lateral_x10_y2,expanding,individual_1,2048,0.26121260205758073,0.26121259922828755,2.8292931886220174e-09,0.26121259922828755,0.26121259922828755,2.8292931886220174e-09,True
lateral_x10_y2,expanding,union,2048,0.26121260205758073,0.26121259922828755,2.8292931886220174e-09,0.26121259922828755,0.26121259922828755,2.8292931886220174e-09,True
lateral_x10_y2,expanding,maximum,2048,0.26121260205758073,0.26121259922828755,2.8292931886220174e-09,0.2612125992282875,0.2612125992282876,0.0,True
lateral_x10_y2,constant_width,individual_1,2048,0.15016022769291523,0.15016022522391403,2.469001197935583e-09,0.15016022522391403,0.15016022522391403,2.469001197935583e-09,True
lateral_x10_y2,constant_width,union,2048,0.15016022769291523,0.15016022522391403,2.469001197935583e-09,0.15016022522391403,0.15016022522391403,2.469001197935583e-09,True
lateral_x10_y2,constant_width,maximum,2048,0.15016022769291523,0.15016022522391403,2.469001197935583e-09,0.150160225223914,0.15016022522391406,0.0,True
lateral_x10_y5,isotropic,individual_1,512,0.011013349698107319,0.011013349698110228,2.9091312692131055e-15,0.011013349698110228,0.011013349698110228,2.9091312692131055e-15,True
lateral_x10_y5,isotropic,union,512,0.011013349698107319,0.011013349698110228,2.9091312692131055e-15,0.011013349698110228,0.011013349698110228,2.9091312692131055e-15,True
lateral_x10_y5,isotropic,maximum,512,0.011013349698107319,0.011013349698110228,2.9091312692131055e-15,0.011013349698110226,0.01101334969811023,0.0,True
lateral_x10_y5,expanding,individual_1,512,0.006801855241388369,0.006801862045462981,6.804074611892197e-09,0.006801862045462981,0.006801862045462981,6.804074611892197e-09,True
lateral_x10_y5,expanding,union,512,0.006801855241388369,0.006801862045462981,6.804074611892197e-09,0.006801862045462981,0.006801862045462981,6.804074611892197e-09,True
lateral_x10_y5,expanding,maximum,512,0.006801855241388369,0.006801862045462981,6.804074611892197e-09,0.00680186204546298,0.006801862045462982,0.0,True
lateral_x10_y5,constant_width,individual_1,512,0.0009929232887811359,0.0009929264426254219,3.153844285990609e-09,0.0009929264426254219,0.0009929264426254219,3.153844285990609e-09,True
lateral_x10_y5,constant_width,union,512,0.0009929232887811359,0.0009929264426254219,3.153844285990609e-09,0.0009929264426254219,0.0009929264426254219,3.153844285990609e-09,True
lateral_x10_y5,constant_width,maximum,512,0.0009929232887811359,0.0009929264426254219,3.153844285990609e-09,0.0009929264426254217,0.000992926442625422,0.0,True
lateral_x15_y0,isotropic,individual_1,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.2491062951949334,0.2491062951949334,2.8863661460931667e-11,True
lateral_x15_y0,isotropic,union,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.2491062951949334,0.2491062951949334,2.8863661460931667e-11,True
lateral_x15_y0,isotropic,maximum,512,0.24910629516606975,0.2491062951949334,2.8863661460931667e-11,0.24910629519493338,0.24910629519493344,0.0,True
lateral_x15_y0,expanding,individual_1,2048,0.22499999554323344,0.225,4.456766566907078e-09,0.225,0.225,4.456766566907078e-09,True
lateral_x15_y0,expanding,union,2048,0.22499999554323344,0.225,4.456766566907078e-09,0.225,0.225,4.456766566907078e-09,True
lateral_x15_y0,expanding,maximum,2048,0.22499999554323344,0.225,4.456766566907078e-09,0.22499999999999998,0.22500000000000003,0.0,True
lateral_x15_y0,constant_width,individual_1,2048,0.22499999554323344,0.225,4.456766566907078e-09,0.225,0.225,4.456766566907078e-09,True
lateral_x15_y0,constant_width,union,2048,0.22499999554323344,0.225,4.456766566907078e-09,0.225,0.225,4.456766566907078e-09,True
lateral_x15_y0,constant_width,maximum,2048,0.22499999554323344,0.225,4.456766566907078e-09,0.22499999999999998,0.22500000000000003,0.0,True
lateral_x15_y1,isotropic,individual_1,512,0.2198355338983805,0.21983553392385263,2.5472124409731123e-11,0.21983553392385263,0.21983553392385263,2.5472124409731123e-11,True
lateral_x15_y1,isotropic,union,512,0.2198355338983805,0.21983553392385263,2.5472124409731123e-11,0.21983553392385263,0.21983553392385263,2.5472124409731123e-11,True
lateral_x15_y1,isotropic,maximum,512,0.2198355338983805,0.21983553392385263,2.5472124409731123e-11,0.2198355339238526,0.21983553392385266,0.0,True
lateral_x15_y1,expanding,individual_1,2048,0.19765491871344976,0.1976549180262912,6.871585522816304e-10,0.1976549180262912,0.1976549180262912,6.871585522816304e-10,True
lateral_x15_y1,expanding,union,2048,0.19765491871344976,0.1976549180262912,6.871585522816304e-10,0.1976549180262912,0.1976549180262912,6.871585522816304e-10,True
lateral_x15_y1,expanding,maximum,2048,0.19765491871344976,0.1976549180262912,6.871585522816304e-10,0.19765491802629118,0.19765491802629123,0.0,True
lateral_x15_y1,constant_width,individual_1,2048,0.18595620821688116,0.18595620765280052,5.640806433060419e-10,0.18595620765280052,0.18595620765280052,5.640806433060419e-10,True
lateral_x15_y1,constant_width,union,2048,0.18595620821688116,0.18595620765280052,5.640806433060419e-10,0.18595620765280052,0.18595620765280052,5.640806433060419e-10,True
lateral_x15_y1,constant_width,maximum,2048,0.18595620821688116,0.18595620765280052,5.640806433060419e-10,0.1859562076528005,0.18595620765280055,0.0,True
lateral_x15_y2,isotropic,individual_1,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
lateral_x15_y2,isotropic,union,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315299,0.15109060556315299,1.7506718297255475e-11,True
lateral_x15_y2,isotropic,maximum,512,0.15109060554564627,0.15109060556315299,1.7506718297255475e-11,0.15109060556315296,0.151090605563153,0.0,True
lateral_x15_y2,expanding,individual_1,2048,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,0.13292762915006986,0.13292762915006986,3.312672358646296e-11,True
lateral_x15_y2,expanding,union,2048,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,0.13292762915006986,0.13292762915006986,3.312672358646296e-11,True
lateral_x15_y2,expanding,maximum,2048,0.13292762911694314,0.13292762915006986,3.312672358646296e-11,0.13292762915006984,0.1329276291500699,0.0,True
lateral_x15_y2,constant_width,individual_1,2048,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,0.10534853579192392,0.10534853579192392,3.1551128376605675e-10,True
lateral_x15_y2,constant_width,union,2048,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,0.10534853579192392,0.10534853579192392,3.1551128376605675e-10,True
lateral_x15_y2,constant_width,maximum,2048,0.1053485361074352,0.10534853579192392,3.1551128376605675e-10,0.10534853579192391,0.10534853579192394,0.0,True
lateral_x15_y5,isotropic,individual_1,512,0.010944966755884543,0.010944966757152723,1.2681800054537007e-12,0.010944966757152723,0.010944966757152723,1.2681800054537007e-12,True
lateral_x15_y5,isotropic,union,512,0.010944966755884543,0.010944966757152723,1.2681800054537007e-12,0.010944966757152723,0.010944966757152723,1.2681800054537007e-12,True
lateral_x15_y5,isotropic,maximum,512,0.010944966755884543,0.010944966757152723,1.2681800054537007e-12,0.010944966757152721,0.010944966757152725,0.0,True
lateral_x15_y5,expanding,individual_1,512,0.005675546169237052,0.005675551071220195,4.901983142319155e-09,0.005675551071220195,0.005675551071220195,4.901983142319155e-09,True
lateral_x15_y5,expanding,union,512,0.005675546169237052,0.005675551071220195,4.901983142319155e-09,0.005675551071220195,0.005675551071220195,4.901983142319155e-09,True
lateral_x15_y5,expanding,maximum,512,0.005675546169237052,0.005675551071220195,4.901983142319155e-09,0.005675551071220194,0.005675551071220196,0.0,True
lateral_x15_y5,constant_width,individual_1,512,0.001993005648887085,0.0019930139797117987,8.330824713669721e-09,0.0019930139797117987,0.0019930139797117987,8.330824713669721e-09,True
lateral_x15_y5,constant_width,union,512,0.001993005648887085,0.0019930139797117987,8.330824713669721e-09,0.0019930139797117987,0.0019930139797117987,8.330824713669721e-09,True
lateral_x15_y5,constant_width,maximum,512,0.001993005648887085,0.0019930139797117987,8.330824713669721e-09,0.0019930139797117983,0.001993013979711799,0.0,True
depth_x4_y0,isotropic,individual_1,512,0.37891179783599926,0.3789117978370149,1.0156320229270932e-12,0.3789117978370149,0.3789117978370149,1.0156320229270932e-12,True
depth_x4_y0,isotropic,union,512,0.37891179783599926,0.3789117978370149,1.0156320229270932e-12,0.3789117978370149,0.3789117978370149,1.0156320229270932e-12,True
depth_x4_y0,isotropic,maximum,512,0.37891179783599926,0.3789117978370149,1.0156320229270932e-12,0.37891179783701484,0.37891179783701495,0.0,True
depth_x4_y0,expanding,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x4_y0,expanding,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x4_y0,expanding,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x4_y0,constant_width,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x4_y0,constant_width,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x4_y0,constant_width,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x4_y2,isotropic,individual_1,512,0.2924090212059966,0.29240902120617424,1.7763568394002505e-13,0.29240902120617424,0.29240902120617424,1.7763568394002505e-13,True
depth_x4_y2,isotropic,union,512,0.2924090212059966,0.29240902120617424,1.7763568394002505e-13,0.29240902120617424,0.29240902120617424,1.7763568394002505e-13,True
depth_x4_y2,isotropic,maximum,512,0.2924090212059966,0.29240902120617424,1.7763568394002505e-13,0.2924090212061742,0.2924090212061743,0.0,True
depth_x4_y2,expanding,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x4_y2,expanding,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x4_y2,expanding,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x4_y2,constant_width,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x4_y2,constant_width,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x4_y2,constant_width,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x5_y0,isotropic,individual_1,512,0.49509952585311473,0.4950995258535656,4.5086157030027607e-13,0.4950995258535656,0.4950995258535656,4.5086157030027607e-13,True
depth_x5_y0,isotropic,union,512,0.49509952585311473,0.4950995258535656,4.5086157030027607e-13,0.4950995258535656,0.4950995258535656,4.5086157030027607e-13,True
depth_x5_y0,isotropic,maximum,512,0.49509952585311473,0.4950995258535656,4.5086157030027607e-13,0.49509952585356554,0.49509952585356565,0.0,True
depth_x5_y0,expanding,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x5_y0,expanding,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x5_y0,expanding,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x5_y0,constant_width,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x5_y0,constant_width,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x5_y0,constant_width,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x5_y2,isotropic,individual_1,512,0.38395969656254764,0.38395969656191453,6.331046797924955e-13,0.38395969656191453,0.38395969656191453,6.331046797924955e-13,True
depth_x5_y2,isotropic,union,512,0.38395969656254764,0.38395969656191453,6.331046797924955e-13,0.38395969656191453,0.38395969656191453,6.331046797924955e-13,True
depth_x5_y2,isotropic,maximum,512,0.38395969656254764,0.38395969656191453,6.331046797924955e-13,0.3839596965619145,0.3839596965619146,0.0,True
depth_x5_y2,expanding,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x5_y2,expanding,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x5_y2,expanding,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x5_y2,constant_width,individual_1,512,0.0,0.0,0.0,0.0,0.0,0.0,True
depth_x5_y2,constant_width,union,512,0.0,-0.0,0.0,-0.0,-0.0,0.0,True
depth_x5_y2,constant_width,maximum,512,0.0,0.0,0.0,0.0,5e-324,0.0,True
depth_x5.5_y0,isotropic,individual_1,512,0.5400614114462935,0.5400614114456971,5.964118088286341e-13,0.5400614114456971,0.5400614114456971,5.964118088286341e-13,True
depth_x5.5_y0,isotropic,union,512,0.5400614114462935,0.5400614114456971,5.964118088286341e-13,0.5400614114456971,0.5400614114456971,5.964118088286341e-13,True
depth_x5.5_y0,isotropic,maximum,512,0.5400614114462935,0.5400614114456971,5.964118088286341e-13,0.540061411445697,0.5400614114456972,0.0,True
depth_x5.5_y0,expanding,individual_1,1024,0.017045452404696942,0.017045454545454575,2.1407576336618384e-09,0.017045454545454575,0.017045454545454575,2.1407576336618384e-09,True
depth_x5.5_y0,expanding,union,1024,0.017045452404696942,0.017045454545454575,2.1407576336618384e-09,0.017045454545454575,0.017045454545454575,2.1407576336618384e-09,True
depth_x5.5_y0,expanding,maximum,1024,0.017045452404696942,0.017045454545454575,2.1407576336618384e-09,0.017045454545454572,0.01704545454545458,0.0,True
depth_x5.5_y0,constant_width,individual_1,1024,0.017045452404696942,0.017045454545454575,2.1407576336618384e-09,0.017045454545454575,0.017045454545454575,2.1407576336618384e-09,True
depth_x5.5_y0,constant_width,union,1024,0.017045452404696942,0.017045454545454575,2.1407576336618384e-09,0.017045454545454575,0.017045454545454575,2.1407576336618384e-09,True
depth_x5.5_y0,constant_width,maximum,1024,0.017045452404696942,0.017045454545454575,2.1407576336618384e-09,0.017045454545454572,0.01704545454545458,0.0,True
depth_x5.5_y2,isotropic,individual_1,512,0.42135095286279606,0.4213509528614912,1.3048451208419465e-12,0.4213509528614912,0.4213509528614912,1.3048451208419465e-12,True
depth_x5.5_y2,isotropic,union,512,0.42135095286279606,0.4213509528614912,1.3048451208419465e-12,0.4213509528614912,0.4213509528614912,1.3048451208419465e-12,True
depth_x5.5_y2,isotropic,maximum,512,0.42135095286279606,0.4213509528614912,1.3048451208419465e-12,0.42135095286149116,0.42135095286149127,0.0,True
depth_x5.5_y2,expanding,individual_1,1024,0.010905334118500606,0.01090533553559732,1.4170967142790314e-09,0.01090533553559732,0.01090533553559732,1.4170967142790314e-09,True
depth_x5.5_y2,expanding,union,1024,0.010905334118500606,0.01090533553559732,1.4170967142790314e-09,0.01090533553559732,0.01090533553559732,1.4170967142790314e-09,True
depth_x5.5_y2,expanding,maximum,1024,0.010905334118500606,0.01090533553559732,1.4170967142790314e-09,0.010905335535597319,0.010905335535597322,0.0,True
depth_x5.5_y2,constant_width,individual_1,1024,0.010589072031877153,0.01058907344975959,1.4178824364607934e-09,0.01058907344975959,0.01058907344975959,1.4178824364607934e-09,True
depth_x5.5_y2,constant_width,union,1024,0.010589072031877153,0.01058907344975959,1.4178824364607934e-09,0.01058907344975959,0.01058907344975959,1.4178824364607934e-09,True
